,date,title,authors,abstract,url
10,2022-09-14 00:38:12+00:00,A Simple Approach for State-Action Abstraction using a Learned MDP Homomorphism,"['Augustine N. Mavor-Parker', 'Matthew J. Sargent', 'Andrea Banino', 'Lewis D. Griffin', 'Caswell Barry']","Animals are able to rapidly infer from limited experience when sets of state
action pairs have equivalent reward and transition dynamics. On the other hand,
modern reinforcement learning systems must painstakingly learn through trial
and error that sets of state action pairs are value equivalent -- requiring an
often prohibitively large amount of samples from their environment. MDP
homomorphisms have been proposed that reduce the observed MDP of an environment
to an abstract MDP, which can enable more sample efficient policy learning.
Consequently, impressive improvements in sample efficiency have been achieved
when a suitable MDP homomorphism can be constructed a priori -- usually by
exploiting a practioner's knowledge of environment symmetries. We propose a
novel approach to constructing a homomorphism in discrete action spaces, which
uses a partial model of environment dynamics to infer which state action pairs
lead to the same state -- reducing the size of the state-action space by a
factor equal to the cardinality of the action space. We call this method
equivalent effect abstraction. In a gridworld setting, we demonstrate
empirically that equivalent effect abstraction can improve sample efficiency in
a model-free setting and planning efficiency for modelbased approaches.
Furthermore, we show on cartpole that our approach outperforms an existing
method for learning homomorphisms, while using 33x less training data.",http://arxiv.org/abs/2209.06356v2
11,2022-06-02 17:52:10+00:00,Uniqueness and Complexity of Inverse MDP Models,"['Marcus Hutter', 'Steven Hansen']","What is the action sequence aa'a"" that was likely responsible for reaching
state s""' (from state s) in 3 steps? Addressing such questions is important in
causal reasoning and in reinforcement learning. Inverse ""MDP"" models
p(aa'a""|ss""') can be used to answer them. In the traditional ""forward"" view,
transition ""matrix"" p(s'|sa) and policy {\pi}(a|s) uniquely determine
""everything"": the whole dynamics p(as'a's""a""...|s), and with it, the
action-conditional state process p(s's""...|saa'a""), the multi-step inverse
models p(aa'a""...|ss^i), etc. If the latter is our primary concern, a natural
question, analogous to the forward case is to which extent 1-step inverse model
p(a|ss') plus policy {\pi}(a|s) determine the multi-step inverse models or even
the whole dynamics. In other words, can forward models be inferred from inverse
models or even be side-stepped. This work addresses this question and
variations thereof, and also whether there are efficient decision/inference
algorithms for this.",http://arxiv.org/abs/2206.01192v1
12,2021-06-18 17:33:13+00:00,Active Offline Policy Selection,"['Ksenia Konyushkova', 'Yutian Chen', 'Tom Le Paine', 'Caglar Gulcehre', 'Cosmin Paduraru', 'Daniel J Mankowitz', 'Misha Denil', 'Nando de Freitas']","This paper addresses the problem of policy selection in domains with abundant
logged data, but with a restricted interaction budget. Solving this problem
would enable safe evaluation and deployment of offline reinforcement learning
policies in industry, robotics, and recommendation domains among others.
Several off-policy evaluation (OPE) techniques have been proposed to assess the
value of policies using only logged data. However, there is still a big gap
between the evaluation by OPE and the full online evaluation. Yet, large
amounts of online interactions are often not possible in practice. To overcome
this problem, we introduce active offline policy selection - a novel sequential
decision approach that combines logged data with online interaction to identify
the best policy. We use OPE estimates to warm start the online evaluation.
Then, in order to utilize the limited environment interactions wisely we decide
which policy to evaluate next based on a Bayesian optimization method with a
kernel that represents policy similarity. We use multiple benchmarks, including
real-world robotics, with a large number of candidate policies to show that the
proposed approach improves upon state-of-the-art OPE estimates and pure online
policy evaluation.",http://arxiv.org/abs/2106.10251v4
13,2022-03-30 09:59:59+00:00,Marginalized Operators for Off-policy Reinforcement Learning,"['Yunhao Tang', 'Mark Rowland', 'Rémi Munos', 'Michal Valko']","In this work, we propose marginalized operators, a new class of off-policy
evaluation operators for reinforcement learning. Marginalized operators
strictly generalize generic multi-step operators, such as Retrace, as special
cases. Marginalized operators also suggest a form of sample-based estimates
with potential variance reduction, compared to sample-based estimates of the
original multi-step operators. We show that the estimates for marginalized
operators can be computed in a scalable way, which also generalizes prior
results on marginalized importance sampling as special cases. Finally, we
empirically demonstrate that marginalized operators provide performance gains
to off-policy evaluation and downstream policy optimization algorithms.",http://arxiv.org/abs/2203.16177v1
14,2021-11-23 17:59:50+00:00,Adaptive Multi-Goal Exploration,"['Jean Tarbouriech', 'Omar Darwiche Domingues', 'Pierre Ménard', 'Matteo Pirotta', 'Michal Valko', 'Alessandro Lazaric']","We introduce a generic strategy for provably efficient multi-goal
exploration. It relies on AdaGoal, a novel goal selection scheme that leverages
a measure of uncertainty in reaching states to adaptively target goals that are
neither too difficult nor too easy. We show how AdaGoal can be used to tackle
the objective of learning an $\epsilon$-optimal goal-conditioned policy for the
(initially unknown) set of goal states that are reachable within $L$ steps in
expectation from a reference state $s_0$ in a reward-free Markov decision
process. In the tabular case with $S$ states and $A$ actions, our algorithm
requires $\tilde{O}(L^3 S A \epsilon^{-2})$ exploration steps, which is nearly
minimax optimal. We also readily instantiate AdaGoal in linear mixture Markov
decision processes, yielding the first goal-oriented PAC guarantee with linear
function approximation. Beyond its strong theoretical guarantees, we anchor
AdaGoal in goal-conditioned deep reinforcement learning, both conceptually and
empirically, by connecting its idea of selecting ""uncertain"" goals to
maximizing value ensemble disagreement.",http://arxiv.org/abs/2111.12045v2
15,2022-03-23 17:54:20+00:00,Your Policy Regularizer is Secretly an Adversary,"['Rob Brekelmans', 'Tim Genewein', 'Jordi Grau-Moya', 'Grégoire Delétang', 'Markus Kunesch', 'Shane Legg', 'Pedro Ortega']","Policy regularization methods such as maximum entropy regularization are
widely used in reinforcement learning to improve the robustness of a learned
policy. In this paper, we show how this robustness arises from hedging against
worst-case perturbations of the reward function, which are chosen from a
limited set by an imagined adversary. Using convex duality, we characterize
this robust set of adversarial reward perturbations under KL and
alpha-divergence regularization, which includes Shannon and Tsallis entropy
regularization as special cases. Importantly, generalization guarantees can be
given within this robust set. We provide detailed discussion of the worst-case
reward perturbations, and present intuitive empirical examples to illustrate
this robustness and its relationship with generalization. Finally, we discuss
how our analysis complements and extends previous results on adversarial reward
robustness and path consistency optimality conditions.",http://arxiv.org/abs/2203.12592v4
16,2021-11-16 10:47:41+00:00,Learning Equilibria in Mean-Field Games: Introducing Mean-Field PSRO,"['Paul Muller', 'Mark Rowland', 'Romuald Elie', 'Georgios Piliouras', 'Julien Perolat', 'Mathieu Lauriere', 'Raphael Marinier', 'Olivier Pietquin', 'Karl Tuyls']","Recent advances in multiagent learning have seen the introduction ofa family
of algorithms that revolve around the population-based trainingmethod PSRO,
showing convergence to Nash, correlated and coarse corre-lated equilibria.
Notably, when the number of agents increases, learningbest-responses becomes
exponentially more difficult, and as such ham-pers PSRO training methods. The
paradigm of mean-field games pro-vides an asymptotic solution to this problem
when the considered gamesare anonymous-symmetric. Unfortunately, the mean-field
approximationintroduces non-linearities which prevent a straightforward
adaptation ofPSRO. Building upon optimization and adversarial regret
minimization,this paper sidesteps this issue and introduces mean-field PSRO, an
adap-tation of PSRO which learns Nash, coarse correlated and correlated
equi-libria in mean-field games. The key is to replace the exact
distributioncomputation step by newly-defined mean-field no-adversarial-regret
learn-ers, or by black-box optimization. We compare the asymptotic complexityof
the approach to standard PSRO, greatly improve empirical bandit con-vergence
speed by compressing temporal mixture weights, and ensure itis theoretically
robust to payoff noise. Finally, we illustrate the speed andaccuracy of
mean-field PSRO on several mean-field games, demonstratingconvergence to strong
and weak equilibria.",http://arxiv.org/abs/2111.08350v2
17,2021-02-13 12:57:51+00:00,Online Apprenticeship Learning,"['Lior Shani', 'Tom Zahavy', 'Shie Mannor']","In Apprenticeship Learning (AL), we are given a Markov Decision Process (MDP)
without access to the cost function. Instead, we observe trajectories sampled
by an expert that acts according to some policy. The goal is to find a policy
that matches the expert's performance on some predefined set of cost functions.
We introduce an online variant of AL (Online Apprenticeship Learning; OAL),
where the agent is expected to perform comparably to the expert while
interacting with the environment. We show that the OAL problem can be
effectively solved by combining two mirror descent based no-regret algorithms:
one for policy optimization and another for learning the worst case cost. By
employing optimistic exploration, we derive a convergent algorithm with
$O(\sqrt{K})$ regret, where $K$ is the number of interactions with the MDP, and
an additional linear error term that depends on the amount of expert
trajectories available. Importantly, our algorithm avoids the need to solve an
MDP at each iteration, making it more practical compared to prior AL methods.
Finally, we implement a deep variant of our algorithm which shares some
similarities to GAIL \cite{ho2016generative}, but where the discriminator is
replaced with the costs learned by the OAL problem. Our simulations suggest
that OAL performs well in high dimensional control problems.",http://arxiv.org/abs/2102.06924v2
18,2022-01-17 15:26:47+00:00,Chaining Value Functions for Off-Policy Learning,"['Simon Schmitt', 'John Shawe-Taylor', 'Hado van Hasselt']","To accumulate knowledge and improve its policy of behaviour, a reinforcement
learning agent can learn `off-policy' about policies that differ from the
policy used to generate its experience. This is important to learn
counterfactuals, or because the experience was generated out of its own
control. However, off-policy learning is non-trivial, and standard
reinforcement-learning algorithms can be unstable and divergent.
  In this paper we discuss a novel family of off-policy prediction algorithms
which are convergent by construction. The idea is to first learn on-policy
about the data-generating behaviour, and then bootstrap an off-policy value
estimate on this on-policy estimate, thereby constructing a value estimate that
is partially off-policy. This process can be repeated to build a chain of value
functions, each time bootstrapping a new estimate on the previous estimate in
the chain. Each step in the chain is stable and hence the complete algorithm is
guaranteed to be stable. Under mild conditions this comes arbitrarily close to
the off-policy TD solution when we increase the length of the chain. Hence it
can compute the solution even in cases where off-policy TD diverges.
  We prove that the proposed scheme is convergent and corresponds to an
iterative decomposition of the inverse key matrix. Furthermore it can be
interpreted as estimating a novel objective -- that we call a `k-step
expedition' -- of following the target policy for finitely many steps before
continuing indefinitely with the behaviour policy. Empirically we evaluate the
idea on challenging MDPs such as Baird's counter example and observe favourable
results.",http://arxiv.org/abs/2201.06468v2
19,2021-12-14 22:46:44+00:00,Assessing Human Interaction in Virtual Reality With Continually Learning Prediction Agents Based on Reinforcement Learning Algorithms: A Pilot Study,"['Dylan J. A. Brenneis', 'Adam S. Parker', 'Michael Bradley Johanson', 'Andrew Butcher', 'Elnaz Davoodi', 'Leslie Acker', 'Matthew M. Botvinick', 'Joseph Modayil', 'Adam White', 'Patrick M. Pilarski']","Artificial intelligence systems increasingly involve continual learning to
enable flexibility in general situations that are not encountered during system
training. Human interaction with autonomous systems is broadly studied, but
research has hitherto under-explored interactions that occur while the system
is actively learning, and can noticeably change its behaviour in minutes. In
this pilot study, we investigate how the interaction between a human and a
continually learning prediction agent develops as the agent develops
competency. Additionally, we compare two different agent architectures to
assess how representational choices in agent design affect the human-agent
interaction. We develop a virtual reality environment and a time-based
prediction task wherein learned predictions from a reinforcement learning (RL)
algorithm augment human predictions. We assess how a participant's performance
and behaviour in this task differs across agent types, using both quantitative
and qualitative analyses. Our findings suggest that human trust of the system
may be influenced by early interactions with the agent, and that trust in turn
affects strategic behaviour, but limitations of the pilot study rule out any
conclusive statement. We identify trust as a key feature of interaction to
focus on when considering RL-based technologies, and make several
recommendations for modification to this study in preparation for a
larger-scale investigation. A video summary of this paper can be found at
https://youtu.be/oVYJdnBqTwQ .",http://arxiv.org/abs/2112.07774v2
20,2021-12-08 07:53:41+00:00,Model-Value Inconsistency as a Signal for Epistemic Uncertainty,"['Angelos Filos', 'Eszter Vértes', 'Zita Marinho', 'Gregory Farquhar', 'Diana Borsa', 'Abram Friesen', 'Feryal Behbahani', 'Tom Schaul', 'André Barreto', 'Simon Osindero']","Using a model of the environment and a value function, an agent can construct
many estimates of a state's value, by unrolling the model for different lengths
and bootstrapping with its value function. Our key insight is that one can
treat this set of value estimates as a type of ensemble, which we call an
\emph{implicit value ensemble} (IVE). Consequently, the discrepancy between
these estimates can be used as a proxy for the agent's epistemic uncertainty;
we term this signal \emph{model-value inconsistency} or
\emph{self-inconsistency} for short. Unlike prior work which estimates
uncertainty by training an ensemble of many models and/or value functions, this
approach requires only the single model and value function which are already
being learned in most model-based reinforcement learning algorithms. We provide
empirical evidence in both tabular and function approximation settings from
pixels that self-inconsistency is useful (i) as a signal for exploration, (ii)
for acting safely under distribution shifts, and (iii) for robustifying
value-based planning with a learned model.",http://arxiv.org/abs/2112.04153v3
21,2021-10-26 20:50:49+00:00,The Difficulty of Passive Learning in Deep Reinforcement Learning,"['Georg Ostrovski', 'Pablo Samuel Castro', 'Will Dabney']","Learning to act from observational data without active environmental
interaction is a well-known challenge in Reinforcement Learning (RL). Recent
approaches involve constraints on the learned policy or conservative updates,
preventing strong deviations from the state-action distribution of the dataset.
Although these methods are evaluated using non-linear function approximation,
theoretical justifications are mostly limited to the tabular or linear cases.
Given the impressive results of deep reinforcement learning, we argue for a
need to more clearly understand the challenges in this setting.
  In the vein of Held & Hein's classic 1963 experiment, we propose the ""tandem
learning"" experimental paradigm which facilitates our empirical analysis of the
difficulties in offline reinforcement learning. We identify function
approximation in conjunction with fixed data distributions as the strongest
factors, thereby extending but also challenging hypotheses stated in past work.
Our results provide relevant insights for offline deep reinforcement learning,
while also shedding new light on phenomena observed in the online case of
learning control.",http://arxiv.org/abs/2110.14020v1
22,2021-05-28 18:12:28+00:00,Towards mental time travel: a hierarchical memory for reinforcement learning agents,"['Andrew Kyle Lampinen', 'Stephanie C. Y. Chan', 'Andrea Banino', 'Felix Hill']","Reinforcement learning agents often forget details of the past, especially
after delays or distractor tasks. Agents with common memory architectures
struggle to recall and integrate across multiple timesteps of a past event, or
even to recall the details of a single timestep that is followed by distractor
tasks. To address these limitations, we propose a Hierarchical Chunk Attention
Memory (HCAM), which helps agents to remember the past in detail. HCAM stores
memories by dividing the past into chunks, and recalls by first performing
high-level attention over coarse summaries of the chunks, and then performing
detailed attention within only the most relevant chunks. An agent with HCAM can
therefore ""mentally time-travel"" -- remember past events in detail without
attending to all intervening events. We show that agents with HCAM
substantially outperform agents with other memory architectures at tasks
requiring long-term recall, retention, or reasoning over memory. These include
recalling where an object is hidden in a 3D environment, rapidly learning to
navigate efficiently in a new neighborhood, and rapidly learning and retaining
new object names. Agents with HCAM can extrapolate to task sequences much
longer than they were trained on, and can even generalize zero-shot from a
meta-learning setting to maintaining knowledge across episodes. HCAM improves
agent sample efficiency, generalization, and generality (by solving tasks that
previously required specialized architectures). Our work is a step towards
agents that can learn, interact, and adapt in complex and temporally-extended
environments.",http://arxiv.org/abs/2105.14039v3
23,2021-08-06 17:26:21+00:00,Temporally Abstract Partial Models,"['Khimya Khetarpal', 'Zafarali Ahmed', 'Gheorghe Comanici', 'Doina Precup']","Humans and animals have the ability to reason and make predictions about
different courses of action at many time scales. In reinforcement learning,
option models (Sutton, Precup \& Singh, 1999; Precup, 2000) provide the
framework for this kind of temporally abstract prediction and reasoning.
Natural intelligent agents are also able to focus their attention on courses of
action that are relevant or feasible in a given situation, sometimes termed
affordable actions. In this paper, we define a notion of affordances for
options, and develop temporally abstract partial option models, that take into
account the fact that an option might be affordable only in certain situations.
We analyze the trade-offs between estimation and approximation error in
planning and learning when using such models, and identify some interesting
special cases. Additionally, we demonstrate empirically the potential impact of
partial option models on the efficiency of planning.",http://arxiv.org/abs/2108.03213v1
24,2020-04-12 12:23:46+00:00,Kernel-Based Reinforcement Learning: A Finite-Time Analysis,"['Omar Darwiche Domingues', 'Pierre Ménard', 'Matteo Pirotta', 'Emilie Kaufmann', 'Michal Valko']","We consider the exploration-exploitation dilemma in finite-horizon
reinforcement learning problems whose state-action space is endowed with a
metric. We introduce Kernel-UCBVI, a model-based optimistic algorithm that
leverages the smoothness of the MDP and a non-parametric kernel estimator of
the rewards and transitions to efficiently balance exploration and
exploitation. For problems with $K$ episodes and horizon $H$, we provide a
regret bound of $\widetilde{O}\left( H^3 K^{\frac{2d}{2d+1}}\right)$, where $d$
is the covering dimension of the joint state-action space. This is the first
regret bound for kernel-based RL using smoothing kernels, which requires very
weak assumptions on the MDP and has been previously applied to a wide range of
tasks. We empirically validate our approach in continuous MDPs with sparse
rewards.",http://arxiv.org/abs/2004.05599v3
25,2021-06-11 05:02:17+00:00,Taylor Expansion of Discount Factors,"['Yunhao Tang', 'Mark Rowland', 'Rémi Munos', 'Michal Valko']","In practical reinforcement learning (RL), the discount factor used for
estimating value functions often differs from that used for defining the
evaluation objective. In this work, we study the effect that this discrepancy
of discount factors has during learning, and discover a family of objectives
that interpolate value functions of two distinct discount factors. Our analysis
suggests new ways for estimating value functions and performing policy
optimization updates, which demonstrate empirical performance gains. This
framework also leads to new insights on commonly-used deep RL heuristic
modifications to policy optimization algorithms.",http://arxiv.org/abs/2106.06170v2
26,2021-02-24 21:12:09+00:00,PsiPhi-Learning: Reinforcement Learning with Demonstrations using Successor Features and Inverse Temporal Difference Learning,"['Angelos Filos', 'Clare Lyle', 'Yarin Gal', 'Sergey Levine', 'Natasha Jaques', 'Gregory Farquhar']","We study reinforcement learning (RL) with no-reward demonstrations, a setting
in which an RL agent has access to additional data from the interaction of
other agents with the same environment. However, it has no access to the
rewards or goals of these agents, and their objectives and levels of expertise
may vary widely. These assumptions are common in multi-agent settings, such as
autonomous driving. To effectively use this data, we turn to the framework of
successor features. This allows us to disentangle shared features and dynamics
of the environment from agent-specific rewards and policies. We propose a
multi-task inverse reinforcement learning (IRL) algorithm, called \emph{inverse
temporal difference learning} (ITD), that learns shared state features,
alongside per-agent successor features and preference vectors, purely from
demonstrations without reward labels. We further show how to seamlessly
integrate ITD with learning from online environment interactions, arriving at a
novel algorithm for reinforcement learning with demonstrations, called $\Psi
\Phi$-learning (pronounced `Sci-Fi'). We provide empirical evidence for the
effectiveness of $\Psi \Phi$-learning as a method for improving RL, IRL,
imitation, and few-shot transfer, and derive worst-case bounds for its
performance in zero-shot transfer to new tasks.",http://arxiv.org/abs/2102.12560v2
27,2021-02-27 02:29:01+00:00,Revisiting Peng's Q($λ$) for Modern Reinforcement Learning,"['Tadashi Kozuno', 'Yunhao Tang', 'Mark Rowland', 'Rémi Munos', 'Steven Kapturowski', 'Will Dabney', 'Michal Valko', 'David Abel']","Off-policy multi-step reinforcement learning algorithms consist of
conservative and non-conservative algorithms: the former actively cut traces,
whereas the latter do not. Recently, Munos et al. (2016) proved the convergence
of conservative algorithms to an optimal Q-function. In contrast,
non-conservative algorithms are thought to be unsafe and have a limited or no
theoretical guarantee. Nonetheless, recent studies have shown that
non-conservative algorithms empirically outperform conservative ones. Motivated
by the empirical results and the lack of theory, we carry out theoretical
analyses of Peng's Q($\lambda$), a representative example of non-conservative
algorithms. We prove that it also converges to an optimal policy provided that
the behavior policy slowly tracks a greedy policy in a way similar to
conservative policy iteration. Such a result has been conjectured to be true
but has not been proven. We also experiment with Peng's Q($\lambda$) in complex
continuous control tasks, confirming that Peng's Q($\lambda$) often outperforms
conservative algorithms despite its simplicity. These results indicate that
Peng's Q($\lambda$), which was thought to be unsafe, is a theoretically-sound
and practically effective algorithm.",http://arxiv.org/abs/2103.00107v1
